date,abstract,lead.paragraph,snippet,section.name,subsection.name,news.desk,byline,headline.main,headline.print,headline.kicker,material,url,,,
8/29/2021,"To understand the implications of America’s withdrawal from Afghanistan, look to history. ",This essay has been updated to reflect recent events.,"To understand the implications of America’s withdrawal from Afghanistan, look to history. ",Opinion,NA,OpEd,By Dennis B. Ross,Stop the Doomsaying. U.S. Credibility Will Weather Afghanistan.,A Familiar Road to Recovery,Guest Essay,Op-Ed,https://www.nytimes.com/2021/08/29/opinion/afghanistan-withdrawal-history.html,,,
8/24/2021,"President Biden said that the U.S. was on track to complete evacuations and withdraw military forces from Afghanistan by Aug. 31, but that he had prepared military leaders to adjust the timetable “should that become necessary.”","President Biden said that the U.S. was on track to complete evacuations and withdraw military forces from Afghanistan by Aug. 31, but that he had prepared military leaders to adjust the timetable “should that become necessary.”","President Biden said that the U.S. was on track to complete evacuations and withdraw military forces from Afghanistan by Aug. 31, but that he had prepared military leaders to adjust the timetable “should that become necessary.”",U.S.,Politics,,By The New York Times,"U.S. on Track for Aug. 31 Afghanistan Withdrawal, Biden Says",NA,NA,Video,https://www.nytimes.com/video/us/politics/100000007937481/biden-afghanistan-evacuations.html,,,
8/19/2021,We speak to several Afghans who aided the Americans and to their former U.S. colleagues trying to get them out.,This episode contains strong language. ,We speak to several Afghans who aided the Americans and to their former U.S. colleagues trying to get them out.,Podcasts,The Daily,Podcasts,"By Lynsea Garrison, Annie Brown, Stella Tan, Luke Vander Ploeg, Neena Pathak, Rob Szypko, M.J. Davis Lin, Larissa Anderson, Dan Powell and Chris Wood",The Interpreters the U.S. Left Behind in Afghanistan,NA,NA,News,https://www.nytimes.com/2021/08/19/podcasts/the-daily/afghanistan-interpreters-special-immigrant-visas-taliban.html,,,
8/25/2021,"At least 51 people who fled from Afghanistan landed in Uganda on Wednesday, the authorities said, the first to arrive in an African nation amid the race to complete such evacuations before the United States withdraws its military from Afghanistan by the month’s end.","At least 51 people who fled from Afghanistan landed in Uganda on Wednesday, the authorities said, the first to arrive in an African nation amid the race to complete such evacuations before the United States withdraws its military from Afghanistan by the month’s end.","At least 51 people who fled from Afghanistan landed in Uganda on Wednesday, the authorities said, the first to arrive in an African nation amid the race to complete such evacuations before the United States withdraws its military from Afghanistan ...",World,Africa,Foreign,By Abdi Latif Dahir and Musinguzi Blanshe,"Uganda takes in evacuees from Afghanistan, honoring a U.S. request.",NA,NA,News,https://www.nytimes.com/2021/08/25/world/africa/uganda-takes-in-evacuees-from-afghanistan-honoring-a-us-request.html,,,
8/20/2021,Here are some organizations accepting donations and volunteers to assist in Afghan refugee resettlement.,"In response to reader questions about how to aid the efforts around the world to resettle Afghans fleeing the Taliban, here is a list of some registered charities, organizations and funds accepting help in the United States, Canada and Britain.",Here are some organizations accepting donations and volunteers to assist in Afghan refugee resettlement.,World,Asia Pacific,Foreign,By The New York Times,How to Help Afghan Refugees and the Relief Effort,NA,NA,News,https://www.nytimes.com/2021/08/20/world/asia/how-to-help-afghanistan-refugees.html,,,
8/20/2021,President Biden outlined rescue efforts for Afghanistan nationals and Americans after the Taliban took control of the region. Mr. Biden defended the U.S. decision to withdraw from Afghanistan despite the chaos unfolding in the country.,President Biden outlined rescue efforts for Afghanistan nationals and Americans after the Taliban took control of the region. Mr. Biden defended the U.S. decision to withdraw from Afghanistan despite the chaos unfolding in the country.,President Biden outlined rescue efforts for Afghanistan nationals and Americans after the Taliban took control of the region. Mr. Biden defended the U.S. decision to withdraw from Afghanistan despite the chaos unfolding in the country.,U.S.,NA,,By The Associated Press,Biden Details Rescue Effort From Afghanistan,NA,NA,Video,https://www.nytimes.com/video/us/100000007931893/biden-kabul-afghanistan-airport-evacuations.html,,,
8/22/2021,The president defended the U.S. efforts in Kabul and said the military had evacuated “an extraordinary number of people” since July.,"WASHINGTON — President Biden said on Sunday that his administration might extend his Aug. 31 deadline for removing all American troops from Afghanistan, and he pledged that all evacuated Afghan allies will be given a home in the United States after they are screened and vetted at bases in other countries.",The president defended the U.S. efforts in Kabul and said the military had evacuated “an extraordinary number of people” since July.,World,NA,Foreign,By Michael D. Shear and Matt Stevens,Biden says the Afghan evacuation deadline may be extended.,NA,NA,News,https://www.nytimes.com/2021/08/22/world/biden-afghanistan-evacuation.html,,,
8/22/2021,"Tony Blair, the former British prime minister who led the U.K. into Afghanistan, said the withdrawal of U.S. forces from the country poses a threat to the security of Western nations, and resulted in a loss for the Afghan people, as the Taliban reclaimed power.","Tony Blair, the former British prime minister who led the U.K. into Afghanistan, said the withdrawal of U.S. forces from the country poses a threat to the security of Western nations, and resulted in a loss for the Afghan people, as the Taliban reclaimed power.","Tony Blair, the former British prime minister who led the U.K. into Afghanistan, said the withdrawal of U.S. forces from the country poses a threat to the security of Western nations, and resulted in a loss for the Afghan people, as the Taliban re...",World,Europe,,By The Associated Press,Tony Blair Criticizes U.S. Exit From Afghanistan,NA,NA,Video,https://www.nytimes.com/video/world/europe/100000007933532/tony-blair-afghanistan-withdrawl-biden.html,,,
8/17/2021,How misjudgments by the U.S. led to the stunningly fast takeover of the Taliban.,"The last few days in Afghanistan have been chaotic, with the Taliban taking control of the capital, Kabul, much faster than the White House, journalists and even residents had expected.",How misjudgments by the U.S. led to the stunningly fast takeover of the Taliban.,Podcasts,The Daily,Podcasts,"By Michael Barbaro, Sydney Harper, Diana Nguyen, Clare Toeniskoetter, M.J. Davis Lin, Marion Lozano, Dan Powell and Chris Wood","America’s Miscalculations, Afghanistan’s Collapse",NA,NA,News,https://www.nytimes.com/2021/08/17/podcasts/the-daily/afghanistan-taliban-joe-biden-kabul.html,,,
8/22/2021,"This summer, the journalist Kiana Hayeri set out to photograph Afghans who grew up after the U.S. invasion in 2001. Instead, she wound up documenting the end of life as they knew it.","Gul Ahmad went to school only until fifth grade. After his father died, his mother remarried. When Gul Ahmad was 12, his stepfather forced him to go to Iran to work and bring money back to the family. At the time of the photo above, the boys had traveled to Iran, hoping to find work, but were deported back to Afghanistan and waiting at a center for migrants to be reunited with their families. When Hayeri met them, they were constantly on their phones. Gul Ahmad played games, and Karim watched videos of young Iranian women smoking hookah and playing guitar.","This summer, the journalist Kiana Hayeri set out to photograph Afghans who grew up after the U.S. invasion in 2001. Instead, she wound up documenting the end of life as they knew it.",Magazine,NA,Magazine,By Kiana Hayeri,What Will Become of Afghanistan’s Post-9/11 Generation?,NA,NA,News,https://www.nytimes.com/2021/08/22/magazine/afghanistan-photos.html,,,
8/26/2021,"The current pace of evacuations is far too slow to rescue Afghans who may be eligible for special U.S. visas before Americans leave, estimates suggest.","The current pace of evacuations is far too slow to rescue Afghans who may be eligible for special U.S. visas before Americans leave, estimates suggest.","The current pace of evacuations is far too slow to rescue Afghans who may be eligible for special U.S. visas before Americans leave, estimates suggest.",World,Asia Pacific,World,By Lauren Leatherby and Larry Buchanan,"At Least 250,000 Afghans Who Worked With U.S. Haven’t Been Evacuated, Estimates Say",U.S. Rescue of All Afghan Allies by Deadline Appears Increasingly Unlikely,NA,Interactive Feature,https://www.nytimes.com/interactive/2021/08/25/world/asia/afghanistan-evacuations-estimates.html,,,
8/20/2021,A rare perspective on the power vacuum left by the American withdrawal.,This article will also appear in the Opinion Today newsletter. You can sign up here to receive it in your inbox each weekday morning.,A rare perspective on the power vacuum left by the American withdrawal.,Opinion,NA,OpEd,By Yara Bayoumy,The U.S. Has Left Afghanistan. Will China Move In?,NA,Yara Bayoumy,Op-Ed,https://www.nytimes.com/2021/08/20/opinion/afghanistan-china.html,,,
8/18/2021,"As we have seen with the fall of Kabul, a handful of unelected tech executives play a big role in high-stakes global affairs.","This is a preview of the On Tech With Shira Ovide newsletter, which is now reserved for Times subscribers. Sign up to get it in your inbox three times a week.","As we have seen with the fall of Kabul, a handful of unelected tech executives play a big role in high-stakes global affairs.",Technology,NA,Business,By Shira Ovide,Tech Companies’ Afghanistan Foreign Policy,NA,the on tech newsletter,News,https://www.nytimes.com/2021/08/18/technology/facebook-twitter-taliban.html,,,
8/31/2021,"Twenty years later, the terrorism threat from Afghanistan  hasn’t faded. And militant competition from ISIS-K has merely increased the stakes. ","When President Biden announced in the spring that America would withdraw its troops from Afghanistan by the fall, he spoke of terrorism threats — but never mentioned Islamic State Khorasan, or ISIS-K, the Islamic State’s affiliate in Afghanistan. In threat assessments about Afghanistan as late as April, the director of national intelligence, Avril Haines, barely brought up ISIS-K. On Aug. 20 Mr. Biden mentioned the group, in a speech on the last-minute effort to evacuate stranded U.S. citizens and vulnerable Afghans after the Taliban had overrun Afghanistan.","Twenty years later, the terrorism threat from Afghanistan  hasn’t faded. And militant competition from ISIS-K has merely increased the stakes. ",Opinion,NA,OpEd,By Asfandyar Mir,Biden Didn’t See the ISIS-K Threat in Afghanistan Until Too Late,Biden Didn’t See the ISIS-K Threat in Afghanistan Until Too Late,Guest Essay,Op-Ed,https://www.nytimes.com/2021/08/31/opinion/biden-isis-k.html,,,
8/19/2021,He may not be able to save his ambitious legislative agenda unless he understands this crucial lesson from the past.,"For days now, the news media has likened the chaotic end of our misadventure in Afghanistan, and the awful images of terrified people scrambling onto planes at the Kabul airport, to the final exit from South Vietnam. The comparison is overdrawn; the last American combat troops left Indochina two years before the collapse of the Saigon government.",He may not be able to save his ambitious legislative agenda unless he understands this crucial lesson from the past.,Opinion,NA,OpEd,By Michael Kazin,"To Save His Presidency, Biden Must Tell the Truth About Afghanistan",Biden Must Tell the Truth About Afghanistan,Guest Essay,Op-Ed,https://www.nytimes.com/2021/08/19/opinion/biden-afghanistan-johnson.html,,,
8/18/2021,"“My intention is to participate in the Tokyo 2020 Paralympic Games. Please hold my hand and help me,” Zakia Khudadadi, a taekwondo athlete pleaded in a video from Kabul.","Amid the fear and turmoil in Afghanistan, the country’s two Paralympic athletes have been prevented from traveling to the Games in Tokyo that begin next week.","“My intention is to participate in the Tokyo 2020 Paralympic Games. Please hold my hand and help me,” Zakia Khudadadi, a taekwondo athlete pleaded in a video from Kabul.",Sports,Olympics,Sports,By Victor Mather,Afghan Paralympic Athlete Pleads for Help to Leave the Country,"In Confinement, Female Athlete Pleads for Help to Leave Afghanistan",NA,News,https://www.nytimes.com/2021/08/18/sports/olympics/afghan-paralympic-athlete-video-khudadadi.html,,,
8/19/2021,A former interpreter for the U.S. military moved from Kabul to Martinez last week. He longs for the family that he left behind.,"MARTINEZ — Ahmed Azizi, a former interpreter for U.S. Special Forces in Afghanistan, is living between two worlds.",A former interpreter for the U.S. military moved from Kabul to Martinez last week. He longs for the family that he left behind.,U.S.,NA,National,By Thomas Fuller,An Afghan Journey From Kabul to the Bay Area,NA,California Today,briefing,https://www.nytimes.com/2021/08/19/us/afghanistan-bay-area.html,,,
8/17/2021,The fall of Kabul is not the fall of Saigon. But historians still point to some useful parallels and lessons.,"“Saigon.” Even those who weren’t alive to watch America’s ignominious exit from South Vietnam in 1975 can conjure the image: a helicopter perched atop an apartment building, loaded with evacuees, a photographic memorial for the country’s defeat and a sign of the wrenching political and cultural reckoning that was to come.",The fall of Kabul is not the fall of Saigon. But historians still point to some useful parallels and lessons.,U.S.,Politics,Politics,By Clay Risen,"Afghanistan, Vietnam and the Limits of American Power",NA,On Politics,News,https://www.nytimes.com/2021/08/17/us/politics/vietnam-war-afghanistan.html,,,
8/24/2021,The company said it was working with resettlement agencies. It did not specify how long refugees could stay in the apartments and houses.,"Airbnb and its charitable arm, Airbnb.org, said on Tuesday that the company intended to provide free temporary housing globally for 20,000 refugees fleeing the Taliban’s takeover of Afghanistan.",The company said it was working with resettlement agencies. It did not specify how long refugees could stay in the apartments and houses.,Business Day,NA,Business,By Eshe Nelson,"Airbnb says it will give temporary free housing to 20,000 Afghan refugees.",NA,NA,News,https://www.nytimes.com/2021/08/24/business/airbnb-afghanistan-refugees.html,,,
8/16/2021,Mr. Biden spoke from the White House on Monday afternoon after the collapse of the Afghan government to the Taliban.,The following is a transcript of President Biden’s remarks on Monday about the U.S. withdrawal from Afghanistan.,Mr. Biden spoke from the White House on Monday afternoon after the collapse of the Afghan government to the Taliban.,U.S.,Politics,Washington,NA,Read the Full Transcript of President Biden’s Remarks on Afghanistan,Full Transcript of Biden’s Speech on Afghanistan,NA,News,https://www.nytimes.com/2021/08/16/us/politics/biden-taliban-afghanistan-speech.html,,,
8/30/2021,The last American flight from Afghanistan left behind a host of unfulfilled promises and anxious questions about the country’s fate.,"The end of the United States’ longest war was unceremonious — trash blowing across the single airstrip of Kabul’s international airport, Afghans lingering outside the gates, still hoping in vain for evacuation, Taliban firing victoriously into the night sky.",The last American flight from Afghanistan left behind a host of unfulfilled promises and anxious questions about the country’s fate.,World,Asia Pacific,Foreign,By Thomas Gibbons-Neff,"In Afghanistan, an Unceremonious End, and a Shrouded Beginning",A Solemn Pullout In the Last Hours Of a Lost Fight,News Analysis,News,https://www.nytimes.com/2021/08/30/world/asia/us-withdrawal-afghanistan-kabul.html,,,
8/15/2021,"President Biden is finding few outspoken defenders amid the chaotic collapse of the Afghan government. But after 20 years, a war-weary America may still give the president a pass.","WASHINGTON — A conference call between members of Congress and the Biden administration’s top diplomatic and military leaders on Afghanistan turned contentious on Sunday, as lawmakers pressed the administration on how intelligence could have failed so badly and how long the military would help hold the Kabul airport.","President Biden is finding few outspoken defenders amid the chaotic collapse of the Afghan government. But after 20 years, a war-weary America may still give the president a pass.",U.S.,Politics,Washington,By Jonathan Weisman,"In Washington, Recriminations Over Afghanistan Emerge Quickly",Afghan Collapse Blows Back on Biden,NA,News,https://www.nytimes.com/2021/08/15/us/politics/afghanistan-collapse-politics.html,,,
8/20/2021,"The company said it was the first time it had taken such a step, intended to shield Afghan users from Taliban reprisals for posts and links.",Facebook says it has added several security features to help people in Afghanistan control their accounts as fears rise of reprisals from the Taliban.,"The company said it was the first time it had taken such a step, intended to shield Afghan users from Taliban reprisals for posts and links.",World,Asia Pacific,Foreign,By Paul Mozur,"To protect users, Facebook says it’s hiding friends lists on accounts in Afghanistan.",Facebook Hides Friend Lists To Protect Its Afghan Users,NA,News,https://www.nytimes.com/2021/08/20/world/asia/afghanistan-facebook.html,,,
8/18/2021,"Prominent Afghans in the Panjshir Valley, which the Taliban do not control, do not recognize the Taliban as Afghanistan’s rightful leaders and have begun challenging their authority.","Prominent Afghans in the Panjshir Valley, which the Taliban do not control, do not recognize the Taliban as Afghanistan’s rightful leaders and have begun challenging their authority.","Prominent Afghans in the Panjshir Valley, which the Taliban do not control, do not recognize the Taliban as Afghanistan’s rightful leaders and have begun challenging their authority.",World,Asia Pacific,,By The New York Times,Leaders in Afghanistan’s Panjshir Valley Defy the Taliban,NA,NA,Video,https://www.nytimes.com/video/world/asia/100000007927362/panjshir-afghanistan-taliban.html,,,
8/18/2021,The Taliban faced off against protestors in the northeastern city of Jalalabad. Taliban soldiers fired shots into the crowd and beat protesters and journalists.,The Taliban faced off against protestors in the northeastern city of Jalalabad. Taliban soldiers fired shots into the crowd and beat protesters and journalists.,The Taliban faced off against protestors in the northeastern city of Jalalabad. Taliban soldiers fired shots into the crowd and beat protesters and journalists.,World,Asia Pacific,,By The Associated Press,Gunfire in the Streets: Protests Met by Force in Afghanistan,NA,NA,Video,https://www.nytimes.com/video/world/asia/100000007926948/jalalabad-afghanistan-taliban-protests-gunfire.html,,,
8/21/2021,"From the invasion in 2001 to the sudden collapse of the Afghan government, we look back at two decades of shifting strategy in America’s longest war.","From the invasion in 2001 to the sudden collapse of the Afghan government, we look back at two decades of shifting strategy in America’s longest war.","From the invasion in 2001 to the sudden collapse of the Afghan government, we look back at two decades of shifting strategy in America’s longest war.",U.S.,Politics,,"By Meg Felling, Lucas Lilieholm and Dahlia Kozlowsky","20 Years, 4 Presidents: The Words That Shaped the War in Afghanistan",NA,NA,Video,https://www.nytimes.com/video/us/politics/100000007931530/20-years-4-presidents-the-words-that-shaped-the-war-in-afghanistan.html,,,
8/17/2021,"In the past two decades, millions of Afghan women and girls received an education. Now the future they were promised is in imminent danger.","In the past two decades, millions of Afghan women and girls received an education. Now the future they were promised is dangerously close to slipping away. The Taliban — who until losing power 20 years ago barred nearly all girls and women from attending school and doled out harsh punishment to those who defied them — are back in control. Like many women, I fear for my Afghan sisters.","In the past two decades, millions of Afghan women and girls received an education. Now the future they were promised is in imminent danger.",Opinion,NA,OpEd,By Malala Yousafzai,Malala: I Survived the Taliban. I Fear for My Afghan Sisters.,I Fear For My  Afghan  Sisters,Guest Essay,Op-Ed,https://www.nytimes.com/2021/08/17/opinion/malala-afghanistan-taliban-women.html,,,
8/19/2021,Imagining conversations on Afghanistan.,"As I watch events in Afghanistan unfold, I find myself trying to ignore all the commentary and longing instead to interview three people: President Lyndon Johnson, Chinese President Xi Jinping and Mohammed Zahir Shah, the last king of Afghanistan.",Imagining conversations on Afghanistan.,Opinion,NA,Editorial,By Thomas L. Friedman,Three People I Would Interview About Afghanistan,Three People I Would Interview About Afghanistan,Thomas L. Friedman,Op-Ed,https://www.nytimes.com/2021/08/19/opinion/afghanistan-us-taliban.html,,,
8/16/2021,Those of us who fought this war must now wonder: How could we have given the best parts of our lives to such a lie?,"The Afghan cities fall in rapid succession, like men caught in enfilade fire. First Zaranj, Kunduz a few days later, then Kandahar and Lashkar Gah. Next is Mazar-i-Sharif. And finally, the Taliban begin their move to swiftly and decisively take Kabul.",Those of us who fought this war must now wonder: How could we have given the best parts of our lives to such a lie?,Opinion,NA,OpEd,By Timothy Kudo,I Was a Marine in Afghanistan. We Sacrificed Lives for a Lie.,I Served in Afghanistan. We Sacrificed for a Lie. ,Guest Essay,Op-Ed,https://www.nytimes.com/2021/08/16/opinion/afghanistan-war-veteran.html,,,
8/20/2021,President Vladimir V. Putin of Russia said the Taliban takeover of Afghanistan showed that it was time for the West to end its “policy of imposing someone’s outside values from abroad.”,MOSCOW — President Vladimir V. Putin of Russia said on Friday that the Taliban takeover of Afghanistan showed that it was time for the West to end its “irresponsible policy of imposing someone’s outside values from abroad.”,President Vladimir V. Putin of Russia said the Taliban takeover of Afghanistan showed that it was time for the West to end its “policy of imposing someone’s outside values from abroad.”,World,Europe,Foreign,By Anton Troianovski,"Putin Takes Shot at West, but Says He’ll Work to ‘Normalize’ Afghanistan","Putin Takes Shot at the West, but Says He’ll Work to ‘Normalize’ Afghanistan",NA,News,https://www.nytimes.com/2021/08/20/world/europe/putin-afghanistan-merkel.html,,,
8/24/2021,"The president reiterated his desire to complete the mission by the deadline, but he said withdrawal will hinge on completing the goal of airlifting all Americans and Afghan allies out of the country.",President Biden said on Tuesday that the United States was on track to end its two-decade military involvement in Afghanistan by his Aug. 31 deadline.,"The president reiterated his desire to complete the mission by the deadline, but he said withdrawal will hinge on completing the goal of airlifting all Americans and Afghan allies out of the country.",World,Asia Pacific,Foreign,"By Michael D. Shear, Annie Karni and Eric Schmitt","Biden says the U.S. is poised to meet the Afghan withdrawal deadline, at least for now.",NA,NA,News,https://www.nytimes.com/2021/08/24/world/asia/afghanistan-g7-us-withdrawal.html,,,
8/22/2021,The former prime minister of Britain called the withdrawal ‘an imbecilic political slogan about ending ‘the forever wars.’,"Tony Blair, the former prime minister of Britain, on Saturday criticized the withdrawal from Afghanistan, calling it a hasty move made “in obedience to an imbecilic political slogan about ending ‘the forever wars.’”",The former prime minister of Britain called the withdrawal ‘an imbecilic political slogan about ending ‘the forever wars.’,World,NA,Foreign,By Austin Ramzy,"Tony Blair, who led the U.K. into Afghanistan, criticizes the pullout.",NA,NA,News,https://www.nytimes.com/2021/08/22/world/tony-blair-afghanistan-pullout.html,,,
8/29/2021,"A boxer. A singer. A journalist. Three young women found success in Kabul, Afghanistan. When the Taliban took the city, their dreams and lives were shattered.","A boxer. A singer. A journalist. Three young women found success in Kabul, Afghanistan. When the Taliban took the city, their dreams and lives were shattered.","A boxer. A singer. A journalist. Three young women found success in Kabul, Afghanistan. When the Taliban took the city, their dreams and lives were shattered.",World,NA,,"By Alexandra Eaton, Kassie Bracken, Natalie Reneau and Ben Laffin",‘I Won’t Go 20 Years Back in Time’: Young Afghan Women Speak Out,NA,NA,Video,https://www.nytimes.com/video/world/100000007928234/women-in-afghanistan-taliban.html,,,
8/24/2021,"Leaving is disastrous. Staying would have been, too. ","In 2019, allied and government airstrikes in Afghanistan killed some 700 civilians, more than in any other year since the war’s start, according to the Costs of War Project, a group working to tally the human toll of America’s post-9/11 conflicts. U.S. and NATO airstrikes declined in 2020 after Donald Trump’s withdrawal agreement with the Taliban, but strikes by the Afghan Air Force increased.","Leaving is disastrous. Staying would have been, too. ",Opinion,NA,OpEd,By Michelle Goldberg,The Afghanistan War Was Lost Before Biden Ended It,Biden Didn’t Lose the War,Michelle Goldberg,Op-Ed,https://www.nytimes.com/2021/08/23/opinion/afghanistan-biden.html,,,
8/19/2021,Officials described impatience across the Biden administration with the State Department as thousands of Afghans wait outside Kabul’s airport.,"WASHINGTON — A sluggish State Department response to the Taliban’s rapid takeover of Kabul, Afghanistan’s capital, has stranded thousands of Afghans who helped the United States and are now clamoring to be evacuated as they wait for their immigration visas to be approved, two U.S. officials said.",Officials described impatience across the Biden administration with the State Department as thousands of Afghans wait outside Kabul’s airport.,U.S.,Politics,Washington,"By Lara Jakes, Annie Karni and Kenneth P. Vogel",Sluggish Visa Process Strands Thousands of Afghans Who Worked for U.S.,Sluggish Visa System Delays Evacuating Afghans Who Worked for U.S.,NA,News,https://www.nytimes.com/2021/08/19/us/politics/afghanistan-visas-refugees.html,,,
8/17/2021,"A Pentagon spokesman outlined its rescue strategy for getting Afghan citizens and foreign nationals out of Afghanistan after it was taken over by the Taliban, and highlighted safety concerns throughout the region.","A Pentagon spokesman outlined its rescue strategy for getting Afghan citizens and foreign nationals out of Afghanistan after it was taken over by the Taliban, and highlighted safety concerns throughout the region.","A Pentagon spokesman outlined its rescue strategy for getting Afghan citizens and foreign nationals out of Afghanistan after it was taken over by the Taliban, and highlighted safety concerns throughout the region.",U.S.,Politics,,By Reuters,Pentagon Outlines Strategy For Afghanistan Rescue Efforts,NA,NA,Video,https://www.nytimes.com/video/us/politics/100000007925167/pentagon-afghanistan-rescue-strategy-taliban.html,,,
8/18/2021,President Ashraf Ghani of Afghanistan said in a videotaped statement from the United Arab Emirates that the fall of his government was the result of a peace process that had not reflected the will of the Afghan people.,President Ashraf Ghani of Afghanistan said in a videotaped statement from the United Arab Emirates that the fall of his government was the result of a peace process that had not reflected the will of the Afghan people.,President Ashraf Ghani of Afghanistan said in a videotaped statement from the United Arab Emirates that the fall of his government was the result of a peace process that had not reflected the will of the Afghan people.,World,Middle East,,By The Associated Press,Afghan President Blames ‘Political Failure’ for Taliban Takeover,NA,NA,Video,https://www.nytimes.com/video/world/middleeast/100000007928291/ghani-uae-afghanistan.html,,,
8/18/2021,"Defense Secretary Lloyd J. Austin III and Gen. Mark A. Milley, chairman of the Joint Chiefs of Staff, said the military operation in Kabul, Afghanistan, will ensure Americans and eligible Afghans can be safely evacuated.","Defense Secretary Lloyd J. Austin III and Gen. Mark A. Milley, chairman of the Joint Chiefs of Staff, said the military operation in Kabul, Afghanistan, will ensure Americans and eligible Afghans can be safely evacuated.","Defense Secretary Lloyd J. Austin III and Gen. Mark A. Milley, chairman of the Joint Chiefs of Staff, said the military operation in Kabul, Afghanistan, will ensure Americans and eligible Afghans can be safely evacuated.",U.S.,NA,,By Reuters,"U.S. Focused on Evacuating Americans, Allies From Afghanistan",NA,NA,Video,https://www.nytimes.com/video/us/100000007928265/kabul-airport-evacuation-austin-milley.html,,,
8/21/2021,"Military officials are poised to activate the Civil Reserve Air Fleet. The defense secretary must still approve the decision, which would provide 20 planes to evacuation efforts.","The Pentagon is moving toward compelling major American airlines to help transport tens of thousands of evacuees from Afghanistan, as the military struggles to meet the demand from Afghans seeking to leave Kabul, the capital, after the Taliban took control.","Military officials are poised to activate the Civil Reserve Air Fleet. The defense secretary must still approve the decision, which would provide 20 planes to evacuation efforts.",World,Asia Pacific,Foreign,By Eric Schmitt,U.S. seeks to compel airlines to provide planes to speed evacuation of Afghans.,NA,NA,News,https://www.nytimes.com/2021/08/21/world/asia/us-airline-pentagon-flight-evacuation.html,,,
8/21/2021,"The video clips suggest that almost a week after the Taliban seized Kabul, conditions near the airport are not improving and may be worsening.",Videos from Kabul airport on Saturday showed scores of injuries and adults passed out as Afghans clamored to be evacuated from Afghanistan. ,"The video clips suggest that almost a week after the Taliban seized Kabul, conditions near the airport are not improving and may be worsening.",World,Asia Pacific,Foreign,By Matt Stevens,"Videos show injuries, desperation as Afghans rush to enter Kabul airport.",NA,NA,News,https://www.nytimes.com/2021/08/21/world/asia/videos-kabul-airport-injury.html,,,
8/25/2021,"Fashion was seen as a way forward for the country and its craftspeople, especially women. But those involved are terrified it may turn them into targets.","To hear more audio stories from publications like The New York Times, download Audm for iPhone or Android.","Fashion was seen as a way forward for the country and its craftspeople, especially women. But those involved are terrified it may turn them into targets.",Style,NA,Styles,By Vanessa Friedman,‘Made in Afghanistan’ Once Symbolized Hope. Now It’s Fear.,Signal of Hope Switches to Fear,Unbuttoned,News,https://www.nytimes.com/2021/08/25/style/afghanistan-women-craft.html,,,
8/26/2021,"Pakistan, nominally a U.S. partner in the war, was the Afghan Taliban’s main patron, and sees the Taliban’s victory as its own. But now what does it do with its prize?","Just days after the Taliban took Kabul, their flag was flying high above a central mosque in Pakistan’s capital. It was an in-your-face gesture intended to spite the defeated Americans. But it was also a sign of the real victors in the 20-year Afghan war.","Pakistan, nominally a U.S. partner in the war, was the Afghan Taliban’s main patron, and sees the Taliban’s victory as its own. But now what does it do with its prize?",World,Asia Pacific,Foreign,By Jane Perlez,The Real Winner of the Afghan War? It’s Not Who You Think.,Pakistan Has Future Riding on Taliban,news analysis,News,https://www.nytimes.com/2021/08/26/world/asia/afghanistan-pakistan-taliban.html,,,
8/15/2021,The Afghan government collapsed after the Taliban entered Kabul on Sunday. Evacuations of international diplomats and civilians have been underway at the international airport in the capital.,The Afghan government collapsed after the Taliban entered Kabul on Sunday. Evacuations of international diplomats and civilians have been underway at the international airport in the capital.,The Afghan government collapsed after the Taliban entered Kabul on Sunday. Evacuations of international diplomats and civilians have been underway at the international airport in the capital.,World,Asia Pacific,,By Nailah Morgan and Christina Kelso,Taliban Occupy Afghan Presidential Palace,NA,NA,Video,https://www.nytimes.com/video/world/middleeast/100000007921830/taliban-enters-kabul-afghanistan-capital.html,,,
8/18/2021,"The whereabouts Ashraf Ghani, whose departure from Afghanistan last weekend sped the government’s collapse, had been a matter of speculation for days.","After days of speculation about the whereabouts of President Ashraf Ghani, who fled Afghanistan last weekend as the Taliban surrounded Kabul, the United Arab Emirates said on Wednesday that he had taken refuge in the Gulf nation.","The whereabouts Ashraf Ghani, whose departure from Afghanistan last weekend sped the government’s collapse, had been a matter of speculation for days.",World,Asia Pacific,Foreign,"By Marc Santora, Matthew Rosenberg and Adam Nossiter",The Afghan president who fled the country is now in the U.A.E.,NA,NA,News,https://www.nytimes.com/2021/08/18/world/asia/ashraf-ghani-uae-afghanistan.html,,,
8/19/2021,Some refugee experts were skeptical about a GoFundMe campaign by an Instagram personality working with veterans and other groups.,An online appeal for donations to organize flights to rescue vulnerable Afghans from the Taliban has quickly found a large audience of Americans eager to help.,Some refugee experts were skeptical about a GoFundMe campaign by an Instagram personality working with veterans and other groups.,U.S.,NA,Express,By Michael Levenson,Online Appeal Quickly Raises Millions for Afghan Rescue Flights,NA,NA,News,https://www.nytimes.com/2021/08/19/us/afghanistan-gofundme.html,,,
