doc.id,headline.main,date,section.name
654,2 Spanish Journalists and an Irish Ranger Killed in Burkina Faso Ambush,4/27/2021,World
655,How Long Can the Afghan Security Forces Last on Their Own?,4/28/2021,World
656,Russian Spy Unit Investigated for Links to Bulgarian Explosions,4/28/2021,World
657,Central Asian Border Dispute Casts Shadow Over U.S. Afghan Departure,4/29/2021,World
658,Biden Says Afghans Must ‘Decide Their Future’ as U.S. Troops Withdraw,6/26/2021,U.S.
659,Trump Still Has 70 Days to Wreak Havoc Around the World,11/11/2020,Opinion
660,Afghan Blast on Eve of U.S. Pullout Deadline Kills at Least 27,5/1/2021,World
661,House Passes Bill to Speed Visas for Afghans Imperiled for Aiding U.S.,6/29/2021,U.S.
662,Day 1 of the End of the U.S. War in Afghanistan,5/3/2021,World
663,Recalling the First Guantánamo Detainees,5/3/2021,Times Insider
664,The Truth That Iraq and Afghanistan Veterans Know,11/24/2020,Opinion
665,Grim Image of India Prompts Debate Over China’s Swaggering Propaganda,5/4/2021,World
666,Blinken and G7 Allies Turn Their Focus to ‘Democratic Values’,5/4/2021,World
667,When an Enemy’s Cultural Heritage Becomes One’s Own,11/30/2020,Opinion
668,Afghans Fleeing Home Are Filling the Lowliest Jobs in Istanbul,5/6/2021,World
669,"As the U.S. Pulls Out of Afghanistan, Kabul’s Airport Is a Final Stand",6/29/2021,U.S.
670,"Sorry, Gen. Lloyd Austin. A Recently Retired General Should Not Be Secretary of Defense.",12/8/2020,Opinion
671,"Pandemic Lockdowns Aided Predators Worldwide, Especially Online, U.S. Says",7/1/2021,U.S.
672,The Afghan War Is Over. Did Anyone Notice?,12/17/2020,Opinion
673,"Bombing Outside Afghan School Kills at Least 90, With Girls as Targets",5/8/2021,World
674,I Am Guilty of Violating the Espionage Act,12/21/2020,Opinion
675,‘Why Do We Deserve to Die?’ Kabul’s Hazaras Bury Their Daughters.,5/9/2021,World
676,Unlikely Coalition of Veterans Backs Biden on Ending Afghan War,7/6/2021,U.S.
677,‘In the End We Felt Betrayed’: Vietnamese Veterans See Echoes in Afghanistan,7/7/2021,U.S.
678,Tammy Duckworth on Her Fight to Shield Veterans From Deportation,7/7/2021,U.S.
679,A City Under Siege: What the War Looks Like on Afghanistan’s Front Line,5/13/2021,World
680,"In Forceful Defense of Afghan Withdrawal, Biden Says U.S. Achieved Its Objectives",7/8/2021,U.S.
681,Spy Agencies Seek New Afghan Allies as U.S. Withdraws,5/14/2021,World
682,A Fragile Ceasefire Lets Afghans Risk Travel for Eid,5/15/2021,World
683,I’m Haunted by Daniel Pearl’s Murder,1/7/2021,Opinion
684,"In Taliban-Controlled Areas, Girls Are Fleeing for One Thing: an Education",5/17/2021,World
685,Chief Guantánamo Prosecutor Retiring Before Sept. 11 Trial Begins,7/9/2021,U.S.
686,Biden Administration Shows Little Appetite for Haiti’s Troop Request,7/10/2021,U.S.
687,"Biden Warns Putin to Act Against Ransomware Groups, or U.S. Will Strike Back",7/10/2021,U.S.
688,A Wave of Afghan Surrenders to the Taliban Picks Up Speed,5/27/2021,World
689,"At Empty Bases, Echoes of War",5/28/2021,Times Insider
690,"It’s Situation Normal for U.S. Diplomats in Kabul, Despite Taliban Gains",7/12/2021,U.S.
691,Were These the Fingerprints of a Terrorist?,1/9/2021,Opinion
692,Britain Accelerates Relocation of Afghan Interpreters to U.K.,5/31/2021,World
693,"A Siege, a Supply Run and a Descent Into a Decade-Old Battle",5/31/2021,World
694,Why the Capitol Riot Reminded Me of War,1/13/2021,Opinion
695,"‘Come On In, Boys’: A Wave of the Hand Sets Off Spain-Morocco Migrant Fight",6/2/2021,World
696,‘Find Him and Kill Him’: An Afghan Pilot’s Desperate Escape,6/3/2021,World
697,Evacuations for Afghans Who Helped U.S. Troops Will Begin This Month,7/14/2021,U.S.
698,Guantánamo Prosecutors Ask to Strike Information Gained From Torture,7/18/2021,U.S.
699,"Biden Is Embracing Europe, but Then What? NATO and the E.U. Have Concerns.",6/6/2021,World
700,The Ascension of Ron Klain,7/18/2021,U.S.
701,Attack in Afghanistan Kills 10 From Charity That Clears Land Mines,6/9/2021,World
702,The Biden administration is sending Afghan visa applicants to an Army base in Virginia.,7/19/2021,U.S.
703,Biden Administration Transfers Its First Detainee From Guantánamo Bay,7/19/2021,U.S.
704,‘I’ll Never Forget You’: Veterans Push to Get Afghan Partners in War to the U.S.,7/22/2021,U.S.
705,"In Louisiana, Vaccine Misinformation Has Public Health Workers Feeling ‘Stuck’",7/25/2021,U.S.
706,"As U.S. Withdraws, Afghan Interpreters Fear Being Left Behind",6/10/2021,World
707,Biden Takes Two Paths to Wind Down Iraq and Afghan Wars,7/26/2021,U.S.
708,Ex-Intelligence Analyst Is Sentenced for Leaking to a Reporter,7/27/2021,U.S.
709,Impeachment Is a Call for ‘Moral Clarity’,1/14/2021,Opinion
710,The First Step Is Admitting You Have a Problem,2/5/2021,Opinion
711,"As Biden Meeting Nears, Erdogan Softens His Stance",6/13/2021,World
712,Thinking Often of the Pentagon Papers,6/13/2021,Times Insider
713,These Women Confront Dictators. Why Can’t We?,2/18/2021,Opinion
714,An Updated Tool for Tracking the Detainees of Guantánamo Bay,6/15/2021,Times Insider
715,Congress approves a $2.1 billion emergency spending bill for Capitol security and aid for Afghan refugees.,7/29/2021,U.S.
716,Unvaccinated in Pakistan? You might lose your cellphone service.,6/15/2021,World
717,Biden and Putin Express Desire for Better Relations at Summit Shaped by Disputes,6/16/2021,World
718,Elite Afghan Forces Suffer Horrific Casualties as Taliban Advance,6/17/2021,World
719,Afghan Visa Applicants Arrive in U.S. After Years of Waiting,7/30/2021,U.S.
720,America Is Not ‘Back.’ And Americans Should Not Want It to Be.,2/24/2021,Opinion
721,State Dept. Offers Potential Refugee Status to More Afghans Who Worked With U.S.,8/2/2021,U.S.
722,Biden Officials Open to Tightening Law Authorizing War on Terrorist Groups,8/3/2021,U.S.
723,Debate Over Presidential War Powers Sets Up Test for a Divided G.O.P.,8/4/2021,U.S.
724,Departure of U.S. Contractors Poses Myriad Problems for Afghan Military,6/19/2021,World
725,Why President Biden Must Withdraw From Afghanistan,2/26/2021,Opinion
726,Taliban Enter Key Cities in Afghanistan’s North After Swift Offensive,6/20/2021,World
727,Does Biden Really Want to End the Forever Wars?,3/22/2021,Opinion
728,"Attacked and Vulnerable, Some Afghans Are Forming Their Own Armies",6/22/2021,World
729,"As Taliban Advance, Biden Officials Cling to Hope for Afghan Peace",8/5/2021,U.S.
730,"As Taliban Capture Cities, U.S. Says Afghan Forces Must Fend for Themselves",8/8/2021,U.S.
731,On the Front Line: A Night With Afghan Commandos,6/25/2021,World
732,He Saved 31 People at Sea. Then Got a 142-Year Prison Sentence.,6/25/2021,World
733,Taliban Advances in Afghanistan Could Bring Political Peril for Biden,8/11/2021,U.S.
734,"U.S. Is Sending 3,000 Troops Back to Afghanistan to Begin Evacuations",8/12/2021,U.S.
735,"Security in Afghanistan Is Decaying, U.S. General Says as Forces Leave",6/29/2021,World
736,"Fearing Kabul’s Fall, U.S. Officials Implore Afghans to ‘Fight’",8/13/2021,U.S.
737,"Yes, They Defended the Capitol. But Should They Be Decorated?",3/26/2021,Opinion
738,Taliban Capture Strategic Cities as Biden Speeds Troop Deployment to Afghanistan,8/14/2021,U.S.
739,"U.S. Leaves Its Last Afghan Base, Effectively Ending Operations",7/2/2021,World
740,Tap Dancing With Trump: Lindsey Graham’s Quest for Relevance,8/14/2021,U.S.
741,"As Afghan Forces Crumble, an Air of Unreality Grips the Capital",7/2/2021,World
742,The Relics of America’s War in Afghanistan,7/3/2021,World
743,"In Washington, Recriminations Over Afghanistan Emerge Quickly",8/15/2021,U.S.
744,Rushed Evacuation in Kabul Highlights Disconnect in Washington,8/15/2021,U.S.
745,Taliban Try to Polish Their Image as They Push for Victory,7/6/2021,World
746,Taliban Takeover Could Extinguish U.S. Influence in Kabul,8/15/2021,U.S.
747,"Taliban Attack a Provincial Capital in Afghanistan’s North, Freeing Prisoners",7/7/2021,World
748,Read the Full Transcript of President Biden’s Remarks on Afghanistan,8/16/2021,U.S.
749,"Biden stands behind Afghan withdrawal, despite ‘hard and messy’ final days.",8/16/2021,U.S.
750,Why Haiti Still Despairs After $13 Billion in Foreign Aid,7/8/2021,World
751,"I Fought in Afghanistan. I Still Wonder, Was It Worth It?",4/14/2021,Opinion
752,Taliban Enter Kandahar City and Seize Border Posts,7/9/2021,World
753,"U.S. Veterans View Afghan Collapse With Anguish, Rage and Relief",8/16/2021,U.S.
754,Thousands Who Helped the U.S. in Afghanistan Are Trapped. What Happens Next?,8/16/2021,U.S.
755,Lawmakers Unite in Bipartisan Fury Over Afghanistan Withdrawal,8/16/2021,U.S.
756,Who Paid for That Mansion? A Senator or the Haitian People?,7/10/2021,World
757,Dueling Claims to Power. Broken Institutions. How Does Haiti Fix This?,7/11/2021,World
758,Third Man With U.S. Ties Has Been Arrested in Haiti Assassination,7/11/2021,World
759,"Intelligence Warned of Afghan Military Collapse, Despite Biden’s Assurances",8/17/2021,U.S.
760,Top U.S. General Steps Down in Afghanistan,7/12/2021,World
761,A Mission to Get a Forgotten Military Perspective,7/12/2021,Times Insider
762,"‘We Haven’t Slept, We Haven’t Eaten’: U.S. Afghans Watch the Chaos With Horror",8/17/2021,U.S.
763,9/11 Museum’s 20th-Anniversary Exhibitions Become Victims of Cuts,7/12/2021,Arts
764,"Weighing Haiti Intervention, U.S. Again Faces a Torturous Dilemma",7/13/2021,World
765,"Body Parts Found in Landing Gear of Flight From Kabul, Officials Say",8/17/2021,U.S.
766,Selling Fruit Where the Taliban Stalk the Streets,7/14/2021,World
767,China Criticized the Afghan War. Now It Worries About the Withdrawal.,7/15/2021,World
768,"Biden Ditches the Generals, Finally",4/17/2021,Opinion
769,"Danish Siddiqui, Reuters Photojournalist, Is Killed in Afghanistan",7/16/2021,World
770,"Blast That Killed Chinese Workers in Pakistan Was a Terrorist Attack, Officials Say",7/16/2021,World
771,"Back to Militias, the Chaotic Afghan Way of War",7/17/2021,World
772,‘They Just Left Us’: Greece Is Accused of Setting Migrants Adrift at Sea,7/18/2021,World
773,"Series of U.S. Actions Left Afghan Allies Frantic, Stranded and Eager to Get Out",8/18/2021,U.S.
774,"Desperate Afghan Women Wait for U.S. Protection, as Promised",8/18/2021,U.S.
775,"Intelligence Agencies Did Not Predict Imminence of Afghan Collapse, Officials Say",8/18/2021,U.S.
776,Biden Says Troops May Stay in Kabul Longer to Assist Evacuations,8/18/2021,U.S.
777,Sluggish Visa Process Strands Thousands of Afghans Who Worked for U.S.,8/19/2021,U.S.
778,Canadian Veterans Fill Void to Help Afghans Who Once Worked With Them,7/22/2021,World
779,U.S. Strikes Taliban Targets in a Show of Force in Afghanistan,7/23/2021,World
780,"A Border Reopening, at Least One Way, and Some Travel Tips",7/23/2021,World
781,"U.S. to Announce Troop Drawdown From Iraq, but Little Is Expected to Change",7/24/2021,World
782,U.S. General Won’t Commit to Ending Airstrikes on Taliban,7/25/2021,World
783,"Miscue After Miscue, U.S. Exit Plan Unravels",8/21/2021,U.S.
784,"Afghan Civilian Casualties Soar as U.S. Exits, Monitors Say",7/26/2021,World
785,"50 Years After Vietnam, Thousands Flee Another Lost American War",8/21/2021,U.S.
786,What Joe Biden and I Saw After the U.S. Invaded Afghanistan,4/18/2021,Opinion
787,"ISIS Poses ‘Acute’ Threat to U.S. Evacuation Efforts in Kabul, Sullivan Says",8/22/2021,U.S.
788,Why Are India and the U.S. Sparring Over a $110 Million Mumbai Mansion?,7/27/2021,World
789,China Offers the Taliban a Warm Welcome While Urging Peace Talks,7/28/2021,World
790,‘No One Quite Knows What to Say’: A War Easily Ignored Ends With Few Answers,8/22/2021,U.S.
791,At Least 80 Killed as Flash Floods Destroy Village in Afghanistan,7/29/2021,World
792,"These Herders Lived in Peaceful Isolation. Now, War Has Found Them.",7/29/2021,World
793,"As Biden Faces a Political Crisis, His Party Looks On in Alarm",8/22/2021,U.S.
794,Key Afghan City in Danger of Falling to the Taliban,7/31/2021,World
795,"As Fears Grip Afghanistan, Hundreds of Thousands Flee",7/31/2021,World
796,"Body of Reuters Photographer Was Mutilated in Taliban Custody, Officials Say",7/31/2021,World
797,Abandoning Afghanistan Is a Historic Mistake,4/19/2021,Opinion
798,I Met a Taliban Leader and Lost Hope for My Country,4/21/2021,Opinion
799,"Deeply Divided, House Democrats Battle Over Priorities and Politics",8/22/2021,U.S.
800,How Many People in Afghanistan Need to be Rescued? The Number Remains Elusive.,8/24/2021,U.S.
801,"Military Ramps Up Evacuations From Kabul, but Bottlenecks Persist",8/24/2021,U.S.
802,Taliban Claim Responsibility for Major Attack in Afghan Capital,8/4/2021,World
803,"Eager to Shift Narrative, Biden Team Puts Airlift in Historical Context",8/24/2021,U.S.
804,The Latest G.O.P. Schism: How to Handle Afghan Evacuees,8/25/2021,U.S.
805,Gold Star Families Accuse Major Banks of Aiding Terrorists,8/5/2021,Business Day
806,Biden Has a Chance to Remedy One of Obama’s Biggest Regrets,4/27/2021,Opinion
807,"Biden Underpromises, Overdelivers",4/27/2021,Opinion
808,Taliban Seize Afghan Provincial Capital Just Weeks Before Final U.S. Withdrawal,8/6/2021,World
809,Taliban Take Second Afghan City in Two Days,8/7/2021,World
810,"Behind the Haiti Assassination, Colombia’s Growing Mercenary Industry",8/7/2021,World
811,"As Afghan Cities Fall to Taliban, Brutal New Chapter Unfolds",8/8/2021,World
812,The Propaganda War Intensifies in Afghanistan as the Taliban Gain Ground,8/8/2021,World
813,"Donald Rumsfeld, Architect of War in Afghanistan, Is Laid to Rest",8/25/2021,U.S.
814,"On Afghanistan’s Front Line, There Are No Good Choices",8/9/2021,World
815,Fear Sets In as Taliban Seize Former Bastions of Resistance,8/9/2021,World
816,"Belarus Leader Lashes Out at the West, a Year After Crushing Protests",8/9/2021,World
817,"As U.S. Leaves Afghanistan, History Suggests It May Struggle to Stay Out",8/10/2021,World
818,"Taliban Overrun 3 More Provincial Capitals, Increasing Pressure on Kabul",8/10/2021,World
819,Could the Taliban Take Over Afghanistan? Here’s What We Know.,8/11/2021,World
820,ISIS Branch Poses Biggest Immediate Terrorist Threat to Evacuation in Kabul,8/25/2021,U.S.
821,"Indonesian Army to End So-Called Virginity Tests, Chief Says",8/11/2021,World
822,Afghanistan Collapse Accelerates as the Taliban Capture 3 Vital Cities,8/12/2021,World
823,2 U.S. Representatives Try to Explain Unauthorized Visit to Kabul,8/25/2021,U.S.
824,Afghanistan’s Unraveling May Strike Another Blow to U.S. Credibility,8/13/2021,World
825,"Relief, and Worry, for Arrivals From Afghanistan",8/26/2021,U.S.
826,The Afghan Military Was Built Over 20 Years. How Did It Collapse So Quickly?,8/13/2021,World
827,"As the Taliban Advance in Afghanistan, Pressure on Pakistan Grows",8/13/2021,World
828,Biden’s Meeting With Israeli Leader Delayed After Kabul Attack,8/26/2021,U.S.
829,"As U.S. Troops Searched Afghans, a Bomber in the Crowd Moved In",8/27/2021,U.S.
830,"Amid Afghan Chaos, a C.I.A. Mission That Will Persist for Years",8/27/2021,U.S.
831,"After Two Decades of Fighting Taliban, U.S. Is Uneasy Partners With Them",8/27/2021,U.S.
832,Here’s What Biden Must Do Before We Leave Afghanistan,5/4/2021,Opinion
833,"In an Overrun Kabul, Many Have No Place to Run",8/15/2021,World
834,Biden Faces a Tragedy He Pledged to Avoid,8/27/2021,U.S.
835,Biden Vows ‘Unshakable Partnership’ With Israel in Meeting With Bennett,8/27/2021,U.S.
836,Afghanistan Collapse and Strikes in Somalia Raise Snags for Drone Warfare Rules,8/28/2021,U.S.
837,"A Week Into Taliban Rule, One City’s Glimpse of What the Future May Hold",8/15/2021,World
838,A Digital Dunkirk: Veterans Online Scramble to Get People Out of Afghanistan,8/28/2021,U.S.
839,"Among the Troops Who Died, Two Women on the Front Line",8/28/2021,U.S.
840,From Kabul Airport to a Houston Walmart: ‘Desperate to Get to America’,8/28/2021,U.S.
841,Chaos Ensues at Kabul Airport as Americans Abandon Afghanistan,8/16/2021,World
842,What we know about the 13 U.S. service members killed in the Kabul attack.,8/28/2021,U.S.
843,Will the Supreme Court Write Guantánamo’s Final Chapter?,5/6/2021,Opinion
844,An Iconic Bridge Sees U.S. Allies Flee Afghanistan as the Soviets Did,8/16/2021,World
845,98 Countries Pledge to Accept Afghans After U.S. Military Departs,8/29/2021,U.S.
846,"After 7 Years of Failing to Fix Afghanistan, Ghani Makes a Hasty Escape",8/16/2021,World
847,Kabul’s Sudden Fall to Taliban Ends U.S. Era in Afghanistan,8/16/2021,World
848,Education Poses an Existential Threat to Extremism,5/15/2021,Opinion
849,The Taliban takeover of Afghanistan could extinguish U.S. influence in Kabul.,8/16/2021,World
850,"They Went to War. They’re Now Back, Burying Their Own.",5/30/2021,Opinion
851,"For America, and Afghanistan, the Post-9/11 Era Ends Painfully",8/17/2021,World
852,"Who Are the Taliban, and What Do They Want?",8/17/2021,World
853,Biden Receives Bodies of Service Members Killed in Kabul Bombing,8/29/2021,U.S.
854,‘We Have to Try’: Lawmakers Rush to Assist in Afghanistan Evacuations.,8/30/2021,U.S.
855,"For Afghan Women, Taliban Stir Fears of Return to a Repressive Past",8/17/2021,World
856,What Voters in a California Swing District Say About Afghanistan,8/30/2021,U.S.
857,"Taliban Promise Peace, but Doubt and Fear Persist",8/17/2021,World
858,The Taliban Are Back. Now Will They Restrain or Support Al Qaeda?,8/17/2021,World
859,"To China, Afghan Fall Proves U.S. Hubris. It Also Brings New Dangers.",8/18/2021,World
860,Afghan Paralympic Athlete Pleads for Help to Leave the Country,8/18/2021,Sports
861,Why Europe’s Leaders Say They Won’t Welcome More Afghan Refugees,8/18/2021,World
862,"In a final blow of the 20-year war, U.S. envoys close their embassy and exit Kabul.",8/30/2021,U.S.
863,Collapse and Conquest: The Taliban Strategy That Seized Afghanistan,8/18/2021,World
864,Transcript of Biden’s Speech on the U.S. Withdrawal From Afghanistan,8/31/2021,U.S.
865,U.S. and I.M.F. Apply a Financial Squeeze on the Taliban,8/18/2021,Business Day
866,First Resistance to Taliban Rule Tests Afghanistan’s Uncertain Future,8/18/2021,World
867,Stranded in Kabul: A U.S. Resident Runs Out of Options,8/31/2021,U.S.
868,The Taliban’s Leaders: Worldly and ‘Inclusive’ or Ruthless Ideologues?,8/18/2021,World
869,Biden Rattles U.K. With His Afghanistan Policy,8/18/2021,World
870,Three Guantánamo Detainees Charged in 2002 Bali Bombing,8/31/2021,U.S.
871,"Taliban Ramp Up on Social Media, Defying Bans by the Platforms",8/18/2021,Technology
872,How ‘The Daily’ Covered Afghanistan’s Fall,8/18/2021,Times Insider
873,"Hunted by the Taliban, U.S.-Allied Afghan Forces Are in Hiding",8/19/2021,World
874,Charges in Bali Bombing Case Are Delayed at Guantánamo,8/31/2021,U.S.
875,How News Organizations Got Afghan Colleagues Out of Kabul,8/19/2021,Business Day
876,"Taliban Quash Protests and Seize Enemies, Tightening Grip on Afghanistan",8/19/2021,World
877,"With Afghan Collapse, Moscow Takes Charge in Central Asia",8/19/2021,World
878,A 17-year-old Afghan soccer player died falling from a U.S. evacuation plane.,8/19/2021,World
879,Biden Defends Afghan Pullout and Declares an End to Nation-Building,9/1/2021,U.S.
880,The People We Leave Behind in Afghanistan,7/9/2021,Opinion
881,"Seeking Global Recognition, Taliban Take a New Approach: Making Nice",8/19/2021,World
882,"To protect users, Facebook says it’s hiding friends lists on accounts in Afghanistan.",8/20/2021,World
883,"Putin Takes Shot at West, but Says He’ll Work to ‘Normalize’ Afghanistan",8/20/2021,World
884,Pentagon Leaders Wary of Working With Taliban,9/1/2021,U.S.
885,Biden Defends Afghanistan Evacuation as Thousands Besiege Kabul Airport,8/20/2021,World
886,"Taliban Vows to Protect Afghan Cultural Heritage, but Fears Persist",8/20/2021,Arts
887,Leaving a Life in Kabul,8/20/2021,Podcasts
888,How the Taliban Turned Social Media Into a Tool for Control,8/20/2021,Technology
889,‘Our Goal Is to Keep the Regime on Its Toes’: Inside Belarus’s Underground Opposition,8/20/2021,World
890,America’s Afghan War: A Defeat Foretold?,8/21/2021,World
891,Afghanistan Faces Economic Shock as Sanctions Replace Foreign Aid,8/21/2021,Business Day
892,Desperation as Afghans Seek to Flee a Country Retaken by the Taliban,8/21/2021,World
893,Biden Affirms Support Against ‘Russian Aggression’ in Meeting With Ukraine’s Leader,9/1/2021,U.S.
894,Fears Rise About Safety of Afghan Airport as U.S. Warns Americans to Stay Away,8/21/2021,World
895,Arizona Banned School Mask Mandates. Now Some Kids Are Sick and Parents Are Angry.,9/1/2021,U.S.
896,We Cannot Stand By and Watch Afghanistan Collapse,8/2/2021,Opinion
897,"Congress Moves to Increase Pentagon Budget, Defying Biden and Liberals",9/2/2021,U.S.
898,"Donors Send Quake Aid to Haiti, but for How Long?",8/21/2021,World
899,Vietnam War Victims Wanted Justice. They Were Given ‘30 Bags of Rice.’,8/21/2021,World
900,U.S. Wrestles With Taliban Sanctions as Afghan Crisis Looms,9/3/2021,U.S.
901,Chaos Persists at Kabul Airport as Taliban Discuss New Government,8/22/2021,World
902,"Inside the Afghan Evacuation: Rogue Flights, Crowded Tents, Hope and Chaos",9/3/2021,U.S.
903,Biden Tours Hurricane Ida Damage in New Orleans,9/3/2021,U.S.
904,"In Invoking Beau, Biden Broaches a Loss That’s Guided His Presidency",9/4/2021,U.S.
905,Democrats Hit the Road to Sell Big Spending Bills as Republicans Attack,9/4/2021,U.S.
906,They Were Protectors in Afghanistan. Now They Need Help.,8/23/2021,World
907,Afghan Fiasco Raises Hard Questions for Europe,8/23/2021,World
908,Did the War in Afghanistan Have to Happen?,8/23/2021,World
909,Afghan Refugees Find a Harsh and Unfriendly Border in Turkey,8/23/2021,World
910,Taliban Reject Extended Deadline as U.S. Races to Finish Evacuation,8/23/2021,World
911,It’s Not Too Late for the Land of Mercenaries,8/5/2021,Opinion
912,The West’s Best Allies for 20 Years Are in Grave Danger,8/11/2021,Opinion
913,Biden Could Have Stopped the Taliban. He Chose Not To.,8/12/2021,Opinion
914,I Was a Marine in Afghanistan. We Sacrificed Lives for a Lie.,8/16/2021,Opinion
915,Military Analysis Raises Questions About Deadly Drone Strike in Kabul,9/5/2021,U.S.
916,Americans Stretch Across Political Divides to Welcome Afghan Refugees,9/6/2021,U.S.
917,"Under Taliban Rule, Life in Kabul Transforms Once Again",8/24/2021,World
918,The C.I.A. director visited Kabul for secret talks with the Taliban.,8/24/2021,World
919,Veterans Struggle With Issues That Are Often Invisible to Others,9/7/2021,U.S.
920,Biden Could Still Be Proved Right in Afghanistan,8/16/2021,Opinion
921,"In Southeast Asia, Kamala Harris’s Message: You Can Count on the U.S.",8/24/2021,World
922,New Israeli Leader Backs Hard Line on Iran but Softer Tone With U.S.,8/24/2021,World
923,Disaster in Afghanistan Will Follow Us Home,8/16/2021,Opinion
924,A Swimmer’s Journey From Afghanistan to Refugee Camps to the Paralympics,8/25/2021,World
925,"Calling ‘Code Red’ on Climate, Biden Pushes for Infrastructure Plan",9/7/2021,U.S.
926,Malala: I Survived the Taliban. I Fear for My Afghan Sisters.,8/17/2021,Opinion
927,How Mexico Helped The Times Get Its Journalists Out of Afghanistan,8/25/2021,Business Day
928,‘Made in Afghanistan’ Once Symbolized Hope. Now It’s Fear.,8/25/2021,Style
929,Muslim Americans’ ‘Seismic Change’,9/8/2021,U.S.
930,"Biden Sticks to Afghan Deadline, Resisting Pleas to Extend Evacuation",8/25/2021,World
931,‘We Truly Have Lost Everything’: A Journey Out of Kabul the Day It Fell,9/10/2021,U.S.
932,Iraqi Detainee Reported Suffering Paralysis at Guantánamo,9/10/2021,U.S.
933,Budding Resistance to the Taliban Faces Long Odds,8/25/2021,World
934,A Taliban spokesman urges women to stay home because fighters haven’t been trained to respect them.,8/25/2021,World
935,This Is What Taliban Control Looks Like in 2021,8/17/2021,Opinion
936,Get Afghan Refugees Out. Then Let Them In.,8/17/2021,Opinion
937,"Biden’s Vaccine Push Aligns Him With a Fed-Up, Vaccinated Majority",9/10/2021,U.S.
938,Kamala Harris Pledges U.S. Help for Afghan Women and Children,8/26/2021,World
939,"U.S. Says 1,500 Americans Remain in Afghanistan as Evacuation Enters Final Days",8/26/2021,World
940,"At Least 250,000 Afghans Who Worked With U.S. Haven’t Been Evacuated, Estimates Say",8/26/2021,World
941,The Real Winner of the Afghan War? It’s Not Who You Think.,8/26/2021,World
942,Border Standoff Over Afghan Migrants Highlights E.U. Fears of New Influx,8/26/2021,World
943,"After Decades of War, ISIS and Al Qaeda Can Still Wreak Havoc",8/26/2021,World
944,"Suicide Bombers in Kabul Kill Dozens, Including 13 U.S. Troops",8/26/2021,World
945,"A Stranded Interpreter, and the Soldiers Who Would Not Let Go",8/26/2021,World
946,Measles Cases Bring Temporary Halt to Afghans’ Arrival in U.S.,9/11/2021,U.S.
947,"Kamala Harris, in Southeast Asia and in Uniform",8/26/2021,Style
948,"In Shanksville, Preserving the Memory of 9/11 and the Wars That Followed",9/11/2021,U.S.
949,"After Airport Bombing, an Afghan Family Buries a Father, and Hope",8/27/2021,World
950,Biden and Bush Urge Unity as Nation Remembers Sept. 11,9/11/2021,U.S.
951,The Taliban Have Claimed Afghanistan’s Real Economic Prize,8/18/2021,Opinion
952,"West Virginia, once a vaccination pacesetter, is struggling against the Delta variant.",9/12/2021,U.S.
953,"A baby born on an evacuation flight is named Reach, after the aircraft’s call sign.",8/27/2021,World
954,U.S. Launches Strike on ISIS-K as Bombing’s Death Toll Soars,8/27/2021,World
955,"To Save His Presidency, Biden Must Tell the Truth About Afghanistan",8/19/2021,Opinion
956,He Built a Robot to Prove a Point About Refugees,8/27/2021,World
957,He was a baby on 9/11. Now he’s one of the last casualties of America’s longest war.,8/27/2021,World
958,The Legacy of America’s Post-9/11 Turn to Torture,9/12/2021,U.S.
959,Giant Puppet Ruffles Some Feathers on a Long Walk Through Greece,8/27/2021,World
960,"After the 9/11 Attacks, Boston Found a Focus for Its Anger",9/12/2021,U.S.
961,‘We Did Not Inherit a Plan’: Blinken Is Grilled in Congress Over Afghanistan Exit,9/13/2021,U.S.
962,Pentagon Defends Deadly Drone Strike in Kabul,9/13/2021,U.S.
963,"Grilled by G.O.P. senators, Blinken defends Biden administration’s Afghanistan exit.",9/14/2021,U.S.
964,Barbara Lee’s Long Quest to Curb Presidential War Powers Faces a New Test,9/14/2021,U.S.
965,Evacuations From Kabul Wind Down as U.S. Prepares to Pull Last Troops,8/28/2021,World
966,Three People I Would Interview About Afghanistan,8/19/2021,Opinion
967,"Fears That Trump Might Launch a Strike Prompted General to Reassure China, Book Says",9/14/2021,U.S.
968,"As G.O.P. Digs In on Debt Ceiling, Democrats Try Shaming McConnell",9/15/2021,U.S.
969,A Journey Through Kabul on the Day of the Fall,8/28/2021,World
970,"Britons, Unfazed by High Covid Rates, Weigh Their ‘Price of Freedom’",8/28/2021,World
971,‘What Will Happen to Me?’ An Uncertain Future Awaits Afghans Who Fled,8/29/2021,World
972,"Republicans, Wary of Political Fallout, Steer Clear of Rally for Riot Suspects",9/15/2021,U.S.
973,I Can’t Forget the Lessons of Vietnam. Neither Should You.,8/19/2021,Opinion
974,U.S. Conducts Drone Strike in Kabul and Winds Down Airlift as Deadline Nears,8/29/2021,World
975,American University of Afghanistan students and relatives trying to flee were sent home.,8/29/2021,World
976,"As the Taliban Tighten Their Grip, Fears of Retribution Grow",8/29/2021,World
977,Thousands of Afghans on American military bases await resettlement.,9/16/2021,U.S.
978,Can Afghanistan’s Leading Broadcaster Survive the Taliban?,8/30/2021,World
979,A New Breed of Crisis: War and Warming Collide in Afghanistan,8/30/2021,Climate
980,Struggle for Control of Afghanistan Comes to K Street,9/16/2021,U.S.
981,How 2 Afghan Paralympians Defied the Odds to Get From Kabul to Tokyo,8/30/2021,World
