danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_name,track_number,track_id,album_name,album_id,time_signature,duration_ms,key_name,mode_name,key_mode
0.543,0.69,4,-12.591,1,0.0793,0.702,0.671,0.101,0.71,153.095,"Sugar Magnolia - Live at Philadelphia Civic Center, Philadelphia, PA, August 4-5, 1974",15,7F6laVeJpA0Z6JwPfhrZHc,"Dick's Picks Vol. 31: Philadelphia Civic Center, Philadelphia, PA 8/4/74 - 8/5/74 / Roosevelt Stadium, Jersey City, NJ8/6/74 (Live)",0EgV8QqWBeSt1U6MBK6NnC,4,641906,E,major,E major
0.491,0.415,5,-13.654,1,0.0454,0.671,0.143,0.638,0.787,177.602,"Casey Jones - Live at Philadelphia Civic Center, Philadelphia, PA, August 4-5, 1974",16,5nUXGuY1l770HaXoawzIEp,"Dick's Picks Vol. 31: Philadelphia Civic Center, Philadelphia, PA 8/4/74 - 8/5/74 / Roosevelt Stadium, Jersey City, NJ8/6/74 (Live)",0EgV8QqWBeSt1U6MBK6NnC,4,386360,F,major,F major
0.603,0.408,2,-13.222,1,0.0333,0.82,0.296,0.0884,0.578,127.608,"Mississippi Half-Step Uptown Toodeloo - Live at Philadelphia Civic Center, Philadelphia, PA, August 4-5, 1974",17,0zpXlJIozdfCem6epY6FN2,"Dick's Picks Vol. 31: Philadelphia Civic Center, Philadelphia, PA 8/4/74 - 8/5/74 / Roosevelt Stadium, Jersey City, NJ8/6/74 (Live)",0EgV8QqWBeSt1U6MBK6NnC,4,510093,D,major,D major
0.663,0.18,9,-19.076,1,0.0385,0.826,0.00128,0.577,0.5,116.857,"It Must Have Been the Roses - Live at Philadelphia Civic Center, Philadelphia, PA, August 4-5, 1974",18,1Z0xuUseJrS8KnwIJIP4M0,"Dick's Picks Vol. 31: Philadelphia Civic Center, Philadelphia, PA 8/4/74 - 8/5/74 / Roosevelt Stadium, Jersey City, NJ8/6/74 (Live)",0EgV8QqWBeSt1U6MBK6NnC,4,353266,A,major,A major
0.657,0.645,2,-14.081,1,0.0495,0.87,0.915,0.118,0.698,126.327,"Big River - Live at Philadelphia Civic Center, Philadelphia, PA, August 4-5, 1974",19,0SMEOzJvKt0yBQt9JPPwOm,"Dick's Picks Vol. 31: Philadelphia Civic Center, Philadelphia, PA 8/4/74 - 8/5/74 / Roosevelt Stadium, Jersey City, NJ8/6/74 (Live)",0EgV8QqWBeSt1U6MBK6NnC,4,316906,D,major,D major
0.573,0.302,9,-14.018,1,0.0346,0.77,0.0204,0.123,0.46,116.816,"He's Gone - Live at Philadelphia Civic Center, Philadelphia, PA, August 4-5, 1974",20,78OXVhEGPQKGStsrKPS6qN,"Dick's Picks Vol. 31: Philadelphia Civic Center, Philadelphia, PA 8/4/74 - 8/5/74 / Roosevelt Stadium, Jersey City, NJ8/6/74 (Live)",0EgV8QqWBeSt1U6MBK6NnC,4,791733,A,major,A major
0.53,0.612,9,-12.598,1,0.0326,0.798,0.382,0.283,0.798,131.749,"Truckin' - Live at Philadelphia Civic Center, Philadelphia, PA, August 4-5, 1974",21,1v4RjFPVqpiynrwmb5v2di,"Dick's Picks Vol. 31: Philadelphia Civic Center, Philadelphia, PA 8/4/74 - 8/5/74 / Roosevelt Stadium, Jersey City, NJ8/6/74 (Live)",0EgV8QqWBeSt1U6MBK6NnC,4,586293,A,major,A major
0.46,0.612,2,-13.634,1,0.0379,0.764,0.927,0.0858,0.828,124.651,"Jam - 2; Live at the Philadelphia Civic Center, Philadelphia, PA, August 4-5, 1974",22,4z5XX8g2J0hRkyj8tKzGwi,"Dick's Picks Vol. 31: Philadelphia Civic Center, Philadelphia, PA 8/4/74 - 8/5/74 / Roosevelt Stadium, Jersey City, NJ8/6/74 (Live)",0EgV8QqWBeSt1U6MBK6NnC,4,495706,D,major,D major
0.514,0.691,2,-12.839,1,0.0337,0.788,0.942,0.186,0.701,106.958,"Other One Jam - Live at Philadelphia Civic Center, Philadelphia, PA, August 4-5, 1974",23,0iCJznIaaxodKbcHaUAx04,"Dick's Picks Vol. 31: Philadelphia Civic Center, Philadelphia, PA 8/4/74 - 8/5/74 / Roosevelt Stadium, Jersey City, NJ8/6/74 (Live)",0EgV8QqWBeSt1U6MBK6NnC,4,150160,D,major,D major
0.337,0.626,7,-13.944,1,0.0773,0.901,0.873,0.184,0.288,172.97,"Space - Live at Philadelphia Civic Center, Philadelphia, PA, August 4-5, 1974",24,4TRTnaIyBT50p7DH0mo1pz,"Dick's Picks Vol. 31: Philadelphia Civic Center, Philadelphia, PA 8/4/74 - 8/5/74 / Roosevelt Stadium, Jersey City, NJ8/6/74 (Live)",0EgV8QqWBeSt1U6MBK6NnC,4,624906,G,major,G major
0.46,0.175,4,-16.953,1,0.0306,0.849,0.165,0.305,0.214,91.831,"Stella Blue - Live at Philadelphia Civic Center, Philadelphia, PA, August 4-5, 1974",25,6qWbNRYzfLvWX3EuYs7qTm,"Dick's Picks Vol. 31: Philadelphia Civic Center, Philadelphia, PA 8/4/74 - 8/5/74 / Roosevelt Stadium, Jersey City, NJ8/6/74 (Live)",0EgV8QqWBeSt1U6MBK6NnC,4,576093,E,major,E major
0.593,0.688,7,-10.693,0,0.0501,0.754,0.0629,0.632,0.946,160.068,"One More Saturday Night - Live at Philadelphia Civic Center, Philadelphia, PA, August 4-5, 1974",26,58zZ28d8ukE8NmHAjUJlCZ,"Dick's Picks Vol. 31: Philadelphia Civic Center, Philadelphia, PA 8/4/74 - 8/5/74 / Roosevelt Stadium, Jersey City, NJ8/6/74 (Live)",0EgV8QqWBeSt1U6MBK6NnC,4,297906,G,minor,G minor
0.572,0.597,9,-12.791,1,0.0326,0.783,0.795,0.493,0.828,110.29,"Eyes of the World - Live at Roosevelt Stadium, Jersey City, NJ, August 6, 1974",27,1iQWkGvlLjenQP6SpChVeq,"Dick's Picks Vol. 31: Philadelphia Civic Center, Philadelphia, PA 8/4/74 - 8/5/74 / Roosevelt Stadium, Jersey City, NJ8/6/74 (Live)",0EgV8QqWBeSt1U6MBK6NnC,4,1167800,A,major,A major
0.482,0.547,7,-13.334,1,0.0395,0.801,0.904,0.134,0.532,128.559,"Playing in the Band (1) - Live at Roosevelt Stadium, Jersey City, NJ, August 6, 1974",28,4mkyMeb4EyV1GYLJ1QpXI6,"Dick's Picks Vol. 31: Philadelphia Civic Center, Philadelphia, PA 8/4/74 - 8/5/74 / Roosevelt Stadium, Jersey City, NJ8/6/74 (Live)",0EgV8QqWBeSt1U6MBK6NnC,4,1356733,G,major,G major
0.487,0.549,4,-13.233,1,0.0322,0.746,0.88,0.0812,0.834,92.328,"Scarlet Begonias - Live at Roosevelt Stadium, Jersey City, NJ, August 6, 1974",29,6zjTZbNPUS4nTeWtaDsiFS,"Dick's Picks Vol. 31: Philadelphia Civic Center, Philadelphia, PA 8/4/74 - 8/5/74 / Roosevelt Stadium, Jersey City, NJ8/6/74 (Live)",0EgV8QqWBeSt1U6MBK6NnC,4,565026,E,major,E major
0.455,0.492,7,-14.407,1,0.0522,0.856,0.789,0.144,0.469,124.872,"Playing in the Band (2) - Live at Roosevelt Stadium, Jersey City, NJ, August 6, 1974",30,1NodMQ4eiDScbRGjwInUSj,"Dick's Picks Vol. 31: Philadelphia Civic Center, Philadelphia, PA 8/4/74 - 8/5/74 / Roosevelt Stadium, Jersey City, NJ8/6/74 (Live)",0EgV8QqWBeSt1U6MBK6NnC,5,303533,G,major,G major
0.575,0.446,7,-15.119,1,0.0314,0.779,0.63,0.722,0.778,128.169,"Uncle John's Band - Live at Roosevelt Stadium, Jersey City, NJ, August 6, 1974",31,4Tuv3S5mW8lksiVxtBa7zh,"Dick's Picks Vol. 31: Philadelphia Civic Center, Philadelphia, PA 8/4/74 - 8/5/74 / Roosevelt Stadium, Jersey City, NJ8/6/74 (Live)",0EgV8QqWBeSt1U6MBK6NnC,4,644133,G,major,G major
0.683,0.448,1,-12.803,0,0.0566,0.915,0.0578,0.0912,0.459,113.642,"The Music Never Stopped (1) - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",1,5rlq1Jqch1TrveJLDOGCBA,"Dick's Picks Vol. 32: Alpine Valley Music Theater, East Troy, WI 8/7/82 (Live)",3Nru2SaW3yVSxqHbWNXcwc,4,259426,C#,minor,C# minor
0.462,0.61,1,-10.7,0,0.0591,0.896,0.27,0.311,0.62,135.302,"Sugaree - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",2,3dKGcNXfqmTTuMVPUURvM1,"Dick's Picks Vol. 32: Alpine Valley Music Theater, East Troy, WI 8/7/82 (Live)",3Nru2SaW3yVSxqHbWNXcwc,3,591266,C#,minor,C# minor
0.515,0.666,9,-12.296,1,0.0436,0.826,0.95,0.518,0.561,117.062,"The Music Never Stopped (2) - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",3,4ORCMMNCpKMtryIOMHZSx7,"Dick's Picks Vol. 32: Alpine Valley Music Theater, East Troy, WI 8/7/82 (Live)",3Nru2SaW3yVSxqHbWNXcwc,4,239733,A,major,A major
0.682,0.73,11,-11.501,0,0.0796,0.9,0.656,0.201,0.766,118.253,"Me and My Uncle - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",4,64EoeB6Z4McyV2mslbNghl,"Dick's Picks Vol. 32: Alpine Valley Music Theater, East Troy, WI 8/7/82 (Live)",3Nru2SaW3yVSxqHbWNXcwc,4,182440,B,minor,B minor
0.675,0.774,9,-10.623,1,0.0517,0.893,0.816,0.219,0.594,119.557,"Big River - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",5,6AfJ1EP1vcbxnrFiePXgha,"Dick's Picks Vol. 32: Alpine Valley Music Theater, East Troy, WI 8/7/82 (Live)",3Nru2SaW3yVSxqHbWNXcwc,4,372466,A,major,A major
0.57,0.348,9,-12.679,1,0.0287,0.954,0.0101,0.24,0.387,92.893,"It Must Have Been the Roses - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",6,6XLjUK1stySyCtWsnDDWHV,"Dick's Picks Vol. 32: Alpine Valley Music Theater, East Troy, WI 8/7/82 (Live)",3Nru2SaW3yVSxqHbWNXcwc,4,350693,A,major,A major
0.422,0.582,2,-11.961,1,0.0928,0.904,0.13,0.185,0.607,137.943,"C.C. Rider - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",7,60y19fXnjtX2bdMj9rRIPN,"Dick's Picks Vol. 32: Alpine Valley Music Theater, East Troy, WI 8/7/82 (Live)",3Nru2SaW3yVSxqHbWNXcwc,3,454066,D,major,D major
0.706,0.491,2,-11.44,1,0.0346,0.953,0.212,0.133,0.498,109.401,"Ramble on Rose - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",8,48ogFkW3V7SO2L9WXM4Kk7,"Dick's Picks Vol. 32: Alpine Valley Music Theater, East Troy, WI 8/7/82 (Live)",3Nru2SaW3yVSxqHbWNXcwc,4,451106,D,major,D major
0.489,0.62,0,-11.019,1,0.0649,0.963,0.708,0.152,0.886,163.9,"Beat It on down the Line - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",9,76Abh8D80AWQgY2Kh5IFce,"Dick's Picks Vol. 32: Alpine Valley Music Theater, East Troy, WI 8/7/82 (Live)",3Nru2SaW3yVSxqHbWNXcwc,4,191066,C,major,C major
0.665,0.628,0,-11.033,1,0.048,0.975,0.157,0.193,0.893,150.808,"On the Road Again - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",10,0hZeNt6AzHh24plyklMChi,"Dick's Picks Vol. 32: Alpine Valley Music Theater, East Troy, WI 8/7/82 (Live)",3Nru2SaW3yVSxqHbWNXcwc,4,184066,C,major,C major
0.616,0.475,9,-12.558,1,0.0457,0.978,0.786,0.131,0.61,150.071,"Althea - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",11,6FMlOjX3cnctwxayMZgZoF,"Dick's Picks Vol. 32: Alpine Valley Music Theater, East Troy, WI 8/7/82 (Live)",3Nru2SaW3yVSxqHbWNXcwc,4,476360,A,major,A major
0.366,0.658,4,-10.6,0,0.119,0.922,0.82,0.768,0.538,152.895,"Let It Grow - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",12,4auwWm8NH51Blykv6bwSbG,"Dick's Picks Vol. 32: Alpine Valley Music Theater, East Troy, WI 8/7/82 (Live)",3Nru2SaW3yVSxqHbWNXcwc,4,706506,E,minor,E minor
0.671,0.653,7,-11.548,1,0.0486,0.862,0.87,0.253,0.745,96.965,"China Cat Sunflower - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",13,31wpmBXtfq6I3yj0UUjUYu,"Dick's Picks Vol. 32: Alpine Valley Music Theater, East Troy, WI 8/7/82 (Live)",3Nru2SaW3yVSxqHbWNXcwc,4,402000,G,major,G major
0.56,0.686,7,-10.828,1,0.0349,0.911,0.602,0.319,0.663,95.661,"I Know You Rider - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",14,0rqIghic7o0okAcnrq3q9m,"Dick's Picks Vol. 32: Alpine Valley Music Theater, East Troy, WI 8/7/82 (Live)",3Nru2SaW3yVSxqHbWNXcwc,4,463360,G,major,G major
0.602,0.714,4,-11.63,1,0.0631,0.892,0.224,0.282,0.943,92.001,"Man Smart, Woman Smarter - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",15,63563VBd1HhC2TbJQdAdeb,"Dick's Picks Vol. 32: Alpine Valley Music Theater, East Troy, WI 8/7/82 (Live)",3Nru2SaW3yVSxqHbWNXcwc,4,509266,E,major,E major
0.599,0.403,10,-11.462,1,0.0391,0.926,0.00174,0.375,0.407,91.015,"Ship of Fools - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",16,3i57dYiPzhFdzKfeXIcfpt,"Dick's Picks Vol. 32: Alpine Valley Music Theater, East Troy, WI 8/7/82 (Live)",3Nru2SaW3yVSxqHbWNXcwc,4,399133,A#,major,A# major
0.486,0.74,9,-11.135,0,0.0637,0.829,0.871,0.418,0.649,135.008,"Playing in the Band (1) - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",17,5pmdBsuqyZzdbhy9cCcmOX,"Dick's Picks Vol. 32: Alpine Valley Music Theater, East Troy, WI 8/7/82 (Live)",3Nru2SaW3yVSxqHbWNXcwc,4,674773,A,minor,A minor
0.394,0.792,4,-13.591,0,0.079,0.0596,0.919,0.131,0.424,96.005,"Drums - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",18,6gZDcl1qWm1Ynmmu4MUXUd,"Dick's Picks Vol. 32: Alpine Valley Music Theater, East Troy, WI 8/7/82 (Live)",3Nru2SaW3yVSxqHbWNXcwc,4,330560,E,minor,E minor
0.306,0.8,0,-10.213,1,0.422,0.911,0.89,0.13,0.116,63.263,"Space - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",19,7cSWRRLadKFJhR6TZ3glvA,"Dick's Picks Vol. 32: Alpine Valley Music Theater, East Troy, WI 8/7/82 (Live)",3Nru2SaW3yVSxqHbWNXcwc,3,331400,C,major,C major
0.558,0.602,0,-10.151,1,0.0395,0.947,0.323,0.11,0.602,123.946,"The Wheel - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",20,4CkECk55TwGbPzaJvXpPyW,"Dick's Picks Vol. 32: Alpine Valley Music Theater, East Troy, WI 8/7/82 (Live)",3Nru2SaW3yVSxqHbWNXcwc,4,351266,C,major,C major
0.483,0.54,2,-12.469,1,0.0448,0.929,0.573,0.235,0.516,132.272,"Playing in the Band (2) - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",21,6FMBAvpgcszjpJsa5V82KB,"Dick's Picks Vol. 32: Alpine Valley Music Theater, East Troy, WI 8/7/82 (Live)",3Nru2SaW3yVSxqHbWNXcwc,4,248773,D,major,D major
0.377,0.364,4,-11.602,0,0.0363,0.963,0.836,0.369,0.295,76.805,"Morning Dew - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",22,47WeyhjvpMRcVzwWivPJhM,"Dick's Picks Vol. 32: Alpine Valley Music Theater, East Troy, WI 8/7/82 (Live)",3Nru2SaW3yVSxqHbWNXcwc,4,611160,E,minor,E minor
0.454,0.675,5,-8.857,1,0.0629,0.914,0.47,0.526,0.881,161.593,"One More Saturday Night - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",23,0mwKdew1bNEfhJQIvMuQK1,"Dick's Picks Vol. 32: Alpine Valley Music Theater, East Troy, WI 8/7/82 (Live)",3Nru2SaW3yVSxqHbWNXcwc,4,299666,F,major,F major
0.512,0.665,9,-9.047,1,0.045,0.927,0.83,0.847,0.818,145.649,"U.S. Blues - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",24,6ToShbUilf3XXiz1DPwXO5,"Dick's Picks Vol. 32: Alpine Valley Music Theater, East Troy, WI 8/7/82 (Live)",3Nru2SaW3yVSxqHbWNXcwc,4,315933,A,major,A major
0.658,0.419,0,-14.398,1,0.199,0.546,1.03e-4,0.621,0.542,100.573,"Introduction - Live at the Great American Music Hall, San Francisco, CA, August 13, 1975",1,5L7hKjKiQap6F28aqqbXpP,One from the Vault (Live),7K5jvjbQB05gnFxsgwPvmt,4,46440,C,major,C major
0.62,0.588,5,-10.586,0,0.0317,0.615,0.0757,0.307,0.754,98.358,"Help on the Way / Slipknot! - Live at the Great American Music Hall, San Francisco, CA, August 13, 1975",2,75yFIMqcol9mIyzq34KH9q,One from the Vault (Live),7K5jvjbQB05gnFxsgwPvmt,4,472333,F,minor,F minor
0.693,0.574,2,-11.813,1,0.0384,0.467,0.00294,0.709,0.68,104.648,"Franklin's Tower - Live at the Great American Music Hall, San Francisco, CA, August 13, 1975",3,5MX1QSnMIgYCzUGMVTO92a,One from the Vault (Live),7K5jvjbQB05gnFxsgwPvmt,4,418120,D,major,D major
0.626,0.494,9,-12.528,1,0.0423,0.546,0.0239,0.982,0.641,102.455,"The Music Never Stopped - Live at the Great American Music Hall, San Francisco, CA, August 13, 1975",4,0fhMOkrBQNqwR2anKstKsb,One from the Vault (Live),7K5jvjbQB05gnFxsgwPvmt,4,328706,A,major,A major
0.595,0.111,9,-18.598,1,0.0318,0.789,1.75e-5,0.202,0.291,93.793,"It Must Have Been the Roses - Live at the Great American Music Hall, San Francisco, CA, August 13, 1975",5,2BH7LbpWZkaHj2o89QBEoM,One from the Vault (Live),7K5jvjbQB05gnFxsgwPvmt,4,305506,A,major,A major
0.522,0.605,9,-12.881,1,0.0445,0.566,0.28,0.0969,0.606,109.68,"Eyes of the World / Drums - Live at the Great American Music Hall, San Francisco, CA, August 13, 1975",6,6rJ8dq2kvBxthFFVuHn8NE,One from the Vault (Live),7K5jvjbQB05gnFxsgwPvmt,4,871800,A,major,A major
0.462,0.6,9,-13.588,1,0.0362,0.76,0.938,0.678,0.647,131.555,"King Solomon's Marbles / Stronger Than Dirt (Or Milkin' the Turkey) - Live at the Great American Music Hall, San Francisco, CA, August 13, 1975",7,4GirzGd1IYJYzEYKpLQDhV,One from the Vault (Live),7K5jvjbQB05gnFxsgwPvmt,3,396400,A,major,A major
0.625,0.616,2,-9.167,1,0.0363,0.725,0.0474,0.813,0.674,121.097,"Around and Around - Live at the Great American Music Hall, San Francisco, CA, August 13, 1975",8,7DTfYeY3jKEAHBoNvs2EBj,One from the Vault (Live),7K5jvjbQB05gnFxsgwPvmt,4,359586,D,major,D major
0.56,0.291,4,-14.399,1,0.0372,0.806,0.00271,0.494,0.46,113.854,"Sugaree - Live at the Great American Music Hall, San Francisco, CA, August 13, 1975",9,2twDw7REXz01Ll1ZxWGN2G,One from the Vault (Live),7K5jvjbQB05gnFxsgwPvmt,4,475773,E,major,E major
0.706,0.699,2,-11.254,1,0.0472,0.715,0.426,0.818,0.655,121.427,"Big River - Live at the Great American Music Hall, San Francisco, CA, August 13, 1975",10,41LemGzxJgxriP9BdwsBly,One from the Vault (Live),7K5jvjbQB05gnFxsgwPvmt,4,290400,D,major,D major
0.484,0.416,0,-16.828,1,0.0474,0.363,0.153,0.361,0.495,103.962,"Crazy Fingers / Drums - Live at the Great American Music Hall, San Francisco, CA, August 13, 1975",11,5pCmo5O9K89MIRqLa2yzWv,One from the Vault (Live),7K5jvjbQB05gnFxsgwPvmt,4,788360,C,major,C major
0.517,0.648,4,-13.833,0,0.0352,0.621,0.852,0.111,0.544,109.186,"The Other One - Live at the Great American Music Hall, San Francisco, CA, August 13, 1975",12,7M1bSxRqINZeriOy7yjWGW,One from the Vault (Live),7K5jvjbQB05gnFxsgwPvmt,3,332800,E,minor,E minor
0.411,0.0839,2,-24.573,1,0.0335,0.984,0.911,0.109,0.259,133.157,"Sage and Spirit - Live at the Great American Music Hall, San Francisco, CA, August 13, 1975",13,0KrXgGNIJpVzsA2R1bVicq,One from the Vault (Live),7K5jvjbQB05gnFxsgwPvmt,4,202826,D,major,D major
0.427,0.485,4,-13.588,1,0.0525,0.735,0.0721,0.738,0.652,170.268,"Goin' down the Road Feeling Bad - Live at the Great American Music Hall, San Francisco, CA, August 13, 1975",14,30AvysT2QsHbKQZeWh6Wsh,One from the Vault (Live),7K5jvjbQB05gnFxsgwPvmt,4,434640,E,major,E major
0.592,0.623,9,-12.582,1,0.0399,0.677,0.00172,0.388,0.724,149.438,"U.S. Blues - Live at the Great American Music Hall, San Francisco, CA, August 13, 1975",15,0gIhOyaHW6NIFkHnarPlGE,One from the Vault (Live),7K5jvjbQB05gnFxsgwPvmt,4,330333,A,major,A major
0.319,0.352,5,-15.577,1,0.0784,0.681,0.0407,0.648,0.122,175.876,"Blues for Allah / Sand Castles & Glass Camels / Unusual Occurrences in the Desert - Live at the Great American Music Hall, San Francisco, CA, August 13, 1975",16,7IuDsaGwKYEv5uzmLCQi5d,One from the Vault (Live),7K5jvjbQB05gnFxsgwPvmt,4,1261546,F,major,F major
0.577,0.81,4,-10.223,1,0.145,0.32,7.54e-4,0.631,0.495,147.499,"Sugar Magnolia - Live at Winterland, December 31, 1978",1,3kYTGiKZBHVMnyCBgmVJn5,"The Closing of Winterland: December 31, 1978",3RtA7CxOnsJvfipdg4A3U8,4,435493,E,major,E major
0.532,0.606,4,-11.872,1,0.0636,0.124,0.0636,0.326,0.567,156.947,"Scarlet Begonias - Live at Winterland, December 31, 1978",2,4sA5Dx7TSPlnafkkZuwk2U,"The Closing of Winterland: December 31, 1978",3RtA7CxOnsJvfipdg4A3U8,4,716400,E,major,E major
0.648,0.615,4,-11.674,1,0.0496,0.33,0.206,0.686,0.592,152.363,"Fire on the Mountain - Live at Winterland, December 31, 1978",3,2QQYK7B6PfCNvUH3l8moIN,"The Closing of Winterland: December 31, 1978",3RtA7CxOnsJvfipdg4A3U8,4,797040,E,major,E major
0.674,0.677,4,-13.18,0,0.0795,0.0824,0.00556,0.384,0.641,115.052,"Me and My Uncle - Live at Winterland, December 31, 1978",4,7FqEethMOqfLv9RQM5KvTM,"The Closing of Winterland: December 31, 1978",3RtA7CxOnsJvfipdg4A3U8,4,189466,E,minor,E minor
0.638,0.62,7,-13.916,1,0.0905,0.214,0.00251,0.342,0.284,116.162,"Big River - Live at Winterland, December 31, 1978",5,3deOViwieFtrUo3uuKeidI,"The Closing of Winterland: December 31, 1978",3RtA7CxOnsJvfipdg4A3U8,4,428960,G,major,G major
0.67,0.424,7,-13.076,1,0.0292,0.34,6.06e-4,0.172,0.427,104.245,"Friend of the Devil - Live at Winterland, December 31, 1978",6,0z35ioyXnVTybgzyV5z3n9,"The Closing of Winterland: December 31, 1978",3RtA7CxOnsJvfipdg4A3U8,4,644640,G,major,G major
0.446,0.705,7,-10.59,1,0.0939,0.234,0.0246,0.959,0.489,172.886,"It's All over Now - Live at Winterland, December 31, 1978",7,70ptOyEIP9Y68Hn0RD1xHb,"The Closing of Winterland: December 31, 1978",3RtA7CxOnsJvfipdg4A3U8,4,503000,G,major,G major
0.622,0.598,7,-11.503,1,0.0734,0.413,5.49e-4,0.677,0.588,119.493,"Stagger Lee - Live at Winterland, December 31, 1978",8,1E48egIL8KcmbSQfP23oTR,"The Closing of Winterland: December 31, 1978",3RtA7CxOnsJvfipdg4A3U8,4,479000,G,major,G major
0.695,0.33,11,-17.843,1,0.0479,0.406,6.89e-4,0.959,0.602,113.471,"From the Heart of Me - Live at Winterland, December 31, 1978",9,75imFHwDGu1Pz9RioLtt0s,"The Closing of Winterland: December 31, 1978",3RtA7CxOnsJvfipdg4A3U8,4,226826,B,major,B major
0.46,0.852,11,-8.085,1,0.161,0.479,0,0.98,0.535,147.332,"Sunshine Daydream - Live at Winterland, December 31, 1978",10,3YW87r0N9fhPPsZsPdwote,"The Closing of Winterland: December 31, 1978",3RtA7CxOnsJvfipdg4A3U8,4,191800,B,major,B major
0.589,0.649,0,-10.974,1,0.106,0.234,0.0132,0.358,0.538,127.284,"Samson and Delilah - Live at Winterland, December 31, 1978",11,06Le6SwmUZgBjizptTJQbq,"The Closing of Winterland: December 31, 1978",3RtA7CxOnsJvfipdg4A3U8,4,555893,C,major,C major
0.672,0.377,7,-14.124,1,0.0486,0.367,3e-4,0.666,0.384,104.338,"Ramble on Rose - Live at Winterland, December 31, 1978",12,6p5Pp4KrkKUG7qpEu1byfO,"The Closing of Winterland: December 31, 1978",3RtA7CxOnsJvfipdg4A3U8,4,570466,G,major,G major
0.615,0.595,7,-10.969,1,0.0507,0.0875,0.00681,0.281,0.482,125.957,"I Need a Miracle - Live at Winterland, December 31, 1978",13,4jA7s4KUeDVc3Xpr7k6NYS,"The Closing of Winterland: December 31, 1978",3RtA7CxOnsJvfipdg4A3U8,4,677040,G,major,G major
0.591,0.444,9,-11.933,0,0.037,0.355,4.46e-4,0.39,0.368,122.297,"Terrapin Station - Live at Winterland, December 31, 1978",14,6eNuN0sOFn9eQ4TA8qLaBg,"The Closing of Winterland: December 31, 1978",3RtA7CxOnsJvfipdg4A3U8,4,747200,A,minor,A minor
0.458,0.547,9,-12.321,0,0.053900000000000003,0.0475,0.329,0.12,0.285,127.409,"Playing in the Band - Live at Winterland, December 31, 1978",15,6OJba5nQYjqoLi6k1ubMTs,"The Closing of Winterland: December 31, 1978",3RtA7CxOnsJvfipdg4A3U8,4,792360,A,minor,A minor
0.471,0.669,0,-15.592,1,0.0631,0.0616,0.789,0.155,0.354,142.45,"Rhythm Devils - Live at Winterland, December 31, 1978",16,4rpYrnF1rwAgdcdU3fC8Mn,"The Closing of Winterland: December 31, 1978",3RtA7CxOnsJvfipdg4A3U8,4,1169666,C,major,C major
0.62,0.584,9,-11.568,1,0.0403,0.299,0.471,0.184,0.618,148.328,"Not Fade Away - Live at Winterland, December 31, 1978",17,69giP1Q5VKu3in5S2eAEPb,"The Closing of Winterland: December 31, 1978",3RtA7CxOnsJvfipdg4A3U8,4,1175560,A,major,A major
0.449,0.785,7,-9.422,1,0.123,0.436,0.0275,0.899,0.588,124.499,"Around and Around - Live at Winterland, December 31, 1978",18,0jzsnVqyBOXpjJYISEP7sV,"The Closing of Winterland: December 31, 1978",3RtA7CxOnsJvfipdg4A3U8,4,554840,G,major,G major
0.418,0.469,7,-14.334,1,0.055,0.016,0.39,0.331,0.29,139.495,"Dark Star (1) - Live at Winterland, December 31, 1978",19,7boMej4aIjdDumX2ADy29h,"The Closing of Winterland: December 31, 1978",3RtA7CxOnsJvfipdg4A3U8,4,713333,G,major,G major
0.401,0.732,4,-11.4,0,0.0598,0.214,0.113,0.85,0.373,101.944,"The Other One - Live at Winterland, December 31, 1978",20,2o1TLbeRLVTDi1fTTSk7ee,"The Closing of Winterland: December 31, 1978",3RtA7CxOnsJvfipdg4A3U8,4,295133,E,minor,E minor
